company_id,company_name,sector,industry,emissions_archetype,country,employees,lei,ticker,exchange,mapping_confidence,mapping_type
2d86d967-a412-4466-a91e-880fd8cb1d6a,Turk Traktor ve Ziraat Makineleri AS,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Turkey,2521,7890002G98SY237S0Y70,TTRAK.E,BORSA ISTANBUL,0.8,merge
2dfc838f-1c72-44e7-8108-698a6df6de20,Persimmon PLC,Consumer Goods,Residential Construction,Unknown,United Kingdom,4731,213800XI72Y57UWN6F31,PSN,LONDON STOCK EXCHANGE,0,unmapped
2e4148f0-1a56-4e56-9d7d-96be508dc089,Terna Rete Elettrica Nazionale SpA,Energy,Electric Utilities,Operational Emitter,Italy,6196,8156009E94ED54DE7C31,TRN,EURONEXT MILAN,0.95,merge
2e50fbb1-d51d-4a38-a097-6e2ea7f603fa,Anheuser-Busch Inbev SA,Consumer Goods,Beverages - Brewers,Unknown,Belgium,143885,5493008H3828EMEXB082,ABI,EURONEXT,0,unmapped
2ed7823d-697c-44c4-ae05-21eda6181983,Componenta Oyj,Manufacturing,Metal Fabrication,Unknown,Finland,689,5493000SDCOXVGZDWK18,CTH1V,NASDAQ HELSINKI LTD,0,unmapped
2ee0b3aa-c7bb-4473-a22d-49d27fe69e59,Orkla ASA,Consumer Goods,Food & Beverage,Use-phase Dominant,Norway,19670,549300PZS8G8RG6RVZ52,ORK,OSLO BORS,0.95,direct
2f6acb20-342a-47b9-9330-4dbe1bd21c05,Salzgitter AG,Manufacturing,Steel Production,Operational Emitter,Germany,23868,529900E12Z6HXIMHFA15,SZG,XETRA,1.0,direct
2f7e0fc6-1a0d-4d59-ba3a-fb576dbdfdff,Howden Joinery Group PLC,Consumer Goods,"Furnishings, Fixtures & Appliances",Unknown,United Kingdom,12000,213800KC1LJOJTY3JP45,HWDN,LONDON STOCK EXCHANGE,0,unmapped
2f99b172-5978-42d9-a99f-5f7e931cda66,TGS ASA,Energy,Oil & Gas Services,Operational Emitter,Norway,1841,549300NUPLAXPB0WYH90,TGS,OSLO BORS,0.95,extend
2ffb6eca-3450-463a-9f5a-e354a9d30818,Valeo SE,Consumer Goods,Automotive Manufacturing,Upstream-heavy,France,106100,5493006IH2N2WMIBB742,FR,EURONEXT,0.85,merge
301e2c08-b900-43c3-b58e-1124ea14c710,Experian PLC,Manufacturing,Professional Services,Scope 2-heavy,Ireland,22500,635400RXXHHYT1JTSZ26,EXPN,LONDON STOCK EXCHANGE,0.8,merge
302e3bbf-61d9-4ffb-b851-61f1fcfc0b63,Nomad Foods Ltd,Consumer Goods,Food & Beverage,Use-phase Dominant,United Kingdom,6864,5493000ZZ1837DS2SI43,NOMD,"NEW YORK STOCK EXCHANGE, INC.",0.95,direct
3067b290-9efa-43e5-97e4-e5b3abdc7910,Borregaard ASA,Manufacturing,Chemical Manufacturing,Operational Emitter,Norway,1174,5967007LIEEXZXGYXC05,BRG,OSLO BORS,1.0,direct
306c728d-c4fd-4e67-8364-0f3544cbad77,SIG Group AG,Consumer Goods,Packaging Manufacturing,Lifecycle-dependent,Switzerland,8142,5493004Z6P7TSVB1L042,SIGN,SIX SWISS EXCHANGE,0.95,extend
99a51187-ed40-4407-8cd7-3d3d841c9782,Acerinox SA,Manufacturing,Steel Production,Operational Emitter,Spain,9311,9.6E+19,ACX,BOLSA DE MADRID,1.0,direct
314470bd-0c22-4694-a282-3d07b0f8eb81,Aena SME SA,Manufacturing,Airports & Air Services,Unknown,Spain,9511,959800R7QMXKF0NFMT29,AENA,BOLSA DE MADRID,0,unmapped
3180986c-bcb9-423d-8b55-78a4ffacf2a7,Enel SpA,Energy,Electric Utilities,Operational Emitter,Italy,60359,WOCMU6HCI0OJWNPRZS33,ENEL,EURONEXT MILAN,0.95,direct
31ac28cc-973c-4ae6-a9b8-0022ae7da1ac,Lassila & Tikanoja Oyj,Manufacturing,Waste Management Services,Operational Emitter,Finland,6828,743700Z9Z54VGHZA0028,LAT1V,NASDAQ HELSINKI LTD,0.9,extend
31c755f4-38ac-4294-8b92-a47ab1d9ec2c,Hill & Smith PLC,Manufacturing,Construction Services,Upstream-heavy,United Kingdom,4500,2138003A3ISGQZBOWI83,HILS,LONDON STOCK EXCHANGE,0.9,extend
31d4f8fa-d519-4dc3-8e27-962de5c33afb,Kuehne und Nagel International AG,Manufacturing,Shipping & Logistics,Operational Emitter,Switzerland,75241,529900Q0YED3805QXQ66,KNIN,SIX SWISS EXCHANGE,0.95,direct
3277af3d-5c9a-45c8-a5dc-22b757c670f8,Viking Line Abp,Manufacturing,Marine Shipping,Unknown,Finland,2403,743700CUWGW42AGIDN49,VIK1V,NASDAQ HELSINKI LTD,0,unmapped
32c8d405-6684-45eb-815d-140484eb490e,Koenig & Bauer AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,5673,529900IQ90WSXBWSTD78,SKB,XETRA,0.95,extend
32ca8de8-3dd5-42cf-b7c9-d0b22bfc8c0b,Dunelm Group PLC,Consumer Goods,Traditional Retail,Scope 2-heavy,United Kingdom,12000,213800WCOWEI3T5DUV19,DNLM,LONDON STOCK EXCHANGE,0.85,merge
33207632-e2a9-44bb-8a9f-5e57db79064d,Koc Holding AS,Manufacturing,Diversified Manufacturing,Upstream-heavy,Turkey,130760,7890005U0H950VH19H45,KCHOL.E,BORSA ISTANBUL,0.6,extend
33b3b23a-afea-4ab2-a5a8-e6e62d651dd2,Vestas Wind Systems A/S,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Denmark,35100,549300DYMC8BGZZC8844,VWS,NASDAQ COPENHAGEN A/S,0.95,extend
33b5b9b9-8cb4-4839-ae0c-166e63e83edf,Tenaris SA,Energy,Oil & Gas Services,Operational Emitter,Luxembourg,29134,549300Y7C05BKC4HZB40,TEN,EURONEXT MILAN,0.95,extend
34a393c6-d5fc-42b9-8aed-3c036bdf81cb,SKF AB,Manufacturing,Industrial Equipment Manufacturing,Scope 2-heavy,Sweden,37861,549300B6HWYEE57O8J84,SKF B,NASDAQ STOCKHOLM AB,0.75,merge
34fe0a7e-3abb-4b58-8784-a7a371f667d2,Martela Oyj,Consumer Goods,"Furnishings, Fixtures & Appliances",Unknown,Finland,360,743700M4EIEVD61PNN55,MARAS,NASDAQ HELSINKI LTD,0,unmapped
356cb85c-290a-47e3-aa9a-73045323189a,Takkt AG,Manufacturing,Business Equipment & Supplies,Unknown,Germany,2165,549300AZ0JTVTW3IZY37,TTK,XETRA,0,unmapped
35f3252e-dd84-4fac-bc41-e45d5ed157c8,Titan Cement International SA,Manufacturing,Construction Materials,Lifecycle-dependent,Belgium,5700,213800H2CDP9I374WH83,TITC,EURONEXT,0.9,extend
3618e3c4-f4b0-403c-aab8-98c6135aeb0d,Acea SpA,Energy,Electric Utilities,Operational Emitter,Italy,9372,549300Q3448N041CTH56,ACE,EURONEXT MILAN,0.95,direct
3675a2fb-5820-4e3a-9a51-03b4584a2069,Wacker Neuson SE,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,6019,529900RJL86244E1I652,WAC,XETRA,0.8,merge
36ab972f-70d4-49f6-8149-215e5ed3728b,Hapag-Lloyd AG,Manufacturing,Marine Shipping,Unknown,Germany,14608,HD52L5PJVBXJUUX8I539,HLAG,XETRA,0,unmapped
36c4f3ff-0897-4156-b74e-7ae0222a808f,Tofas Turk Otomobil Fabrikasi AS,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Turkey,4502,789000YSTNETKLRWHT29,TOASO.E,BORSA ISTANBUL,1.0,direct
36c77921-a7d0-41b1-a7c2-d248600c6b99,LPKF Laser & Electronics SE,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,736,529900BCQXUJL7J96G45,LPK,XETRA,0.95,extend
36f4eff4-df0f-43b8-aa36-25a68adf15d8,Husqvarna AB,Manufacturing,Industrial Equipment Manufacturing,Scope 2-heavy,Sweden,13353,549300GYQIIJ3UXB7655,HUSQ B,NASDAQ STOCKHOLM AB,0.75,merge
373ed641-4741-4982-958b-2073c4b3dc20,QinetiQ Group PLC,Manufacturing,Aerospace Manufacturing,Upstream-heavy,United Kingdom,8500,213800S8OBDOZMCMUW34,QQ.,LONDON STOCK EXCHANGE,0.9,extend
385bc7ca-48e3-425e-b637-2fc5260dfd7a,Billerud AB (publ),Manufacturing,Paper Manufacturing,Lifecycle-dependent,Sweden,5756,549300YJUYJ9A24RXL71,BILL,NASDAQ STOCKHOLM AB,0.9,extend
38cc849d-4aa9-4748-b2c5-80dab73a542b,Brembo NV,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Italy,14348,549300BLWVJN2BAT0A44,BRE,EURONEXT MILAN,0.85,merge
3918ac48-ec79-467e-9bf1-da46919697e5,CECONOMY AG,Consumer Goods,Traditional Retail,Scope 2-heavy,Germany,40990,5299001X9L42HXEBCZ51,CEC,XETRA,0.85,merge
3bc836da-8c13-47f9-b3e9-7406617ac19a,RS Group PLC,Manufacturing,Industrial Distribution,Unknown,United Kingdom,9000,549300KVXDURRKVW7R37,RS1,LONDON STOCK EXCHANGE,0,unmapped
3be816b7-213b-46bc-a3e4-7ee6f1faa16b,SEB SA,Consumer Goods,"Furnishings, Fixtures & Appliances",Unknown,France,32000,969500WP61NBK098AC47,SK,EURONEXT,0,unmapped
3c5d2666-7f81-4f15-98b8-4fe8b9d97c62,British American Tobacco plc,Consumer Goods,Tobacco Products,Use-phase Dominant,United Kingdom,48989,213800FKA5MF17RJKT63,BATS,LONDON STOCK EXCHANGE,0.95,extend
3cb80018-056a-4493-8c4f-fbbd32266f54,Dogan Sirketler Grubu Holding AS,Manufacturing,Diversified Manufacturing,Upstream-heavy,Turkey,7498,789000J24Q4JM3H6UX22,DOHOL.E,BORSA ISTANBUL,0.6,extend
3da4a5ac-c523-4fc0-8ff8-b3d4d26c4050,Norma Group SE,Manufacturing,Metal Fabrication,Unknown,Germany,6063,5299000LM9HC76W5XD46,NOEJ,XETRA,0,unmapped
3e37fc20-6da1-4c94-88c6-d594d0318b78,Pfeiffer Vacuum Technology AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,3975,8945004AW6QK8JHNQP69,PFV,XETRA,0.95,extend
3ef5040d-9b53-48bf-b24e-957dbf00ff60,Syensqo NV,Manufacturing,Chemical Manufacturing,Operational Emitter,Belgium,12686,549300060XNJ90PLNS10,SYENS,EURONEXT,1.0,direct
3f1e6228-63e4-47d1-8e88-0d3a60a5b656,Daimler Truck Holding AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,104919,529900PW78JIYOUBSR24,DTG,XETRA,0.8,merge
3f271f12-9932-42db-ae1c-5f6094b174f9,EVN AG,Energy,Electric Utilities,Operational Emitter,Austria,7695,529900P4JZBFEVNEAE60,EVN,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET),0.95,direct
3fc6d100-3091-47c5-a5ff-9a45242110d5,Central Asia Metals PLC,Manufacturing,Copper,Unknown,United Kingdom,1000,213800EYQBJZIT64NH43,CAML,LONDON STOCK EXCHANGE,0,unmapped
3fdd9fb5-d204-414e-a724-fab9741b1863,Sodexo SA,Manufacturing,Professional Services,Scope 2-heavy,France,317177,969500LCBOG12HXPYM84,SW,EURONEXT,0.75,extend
402a95d0-bb23-4e10-aaea-b4b41ea9ac09,Pegasus Hava Tasimaciligi AS,Manufacturing,Airlines,Operational Emitter,Turkey,8459,789000B1MW5PQ58A8T03,PGSUS.E,BORSA ISTANBUL,1.0,direct
415051b9-0f85-41b3-8f57-e8049e403e8e,Ryanair Holdings PLC,Manufacturing,Airlines,Operational Emitter,Ireland,27000,635400BR2ROC1FVEBQ56,RYA,IRISH STOCK EXCHANGE,1.0,direct
41bc75ae-b5d8-4f6a-891b-1c629693c3c3,Aluflexpack AG,Consumer Goods,Packaging Manufacturing,Lifecycle-dependent,Switzerland,1604,529900ZK9QIQWWPU5T64,AFP,SIX SWISS EXCHANGE,0.95,extend
41d451f3-fc8e-4d5c-8eee-a86accde936b,OCI NV,Manufacturing,Chemical Manufacturing,Operational Emitter,Netherlands,1018,549300NCMRGIBJYUOE57,OCI,EURONEXT,1.0,direct
41dececd-42cd-4286-a9b9-af64ab395f28,Hugo Boss AG,Consumer Goods,Apparel Manufacturing,Unknown,Germany,18623,529900LFVU534EBRXD13,BOSS,XETRA,0,unmapped
42338ca8-27ff-4a4f-ad87-bd72a42b0a45,GEA Group AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,18347,549300PHUU0ZZWO8EO07,G1A,XETRA,0.95,extend
425d3357-f9ae-423f-bc0c-8acfd091c2dd,Iskenderun Demir ve Celik AS,Manufacturing,Steel Production,Operational Emitter,Turkey,5148,789000W8HVAZCXF6O806,ISDMR.E,BORSA ISTANBUL,1.0,direct
42a854ca-89d2-4f26-a8fb-3f3e671ed372,Fuchs Se,Manufacturing,Chemical Manufacturing,Operational Emitter,Germany,6781,529900SNF9E1P5ZO4P98,FPE3,XETRA,1.0,direct
43b55ab7-6641-4cf2-b6b0-83ee29d6fce4,Deutsche Lufthansa AG,Manufacturing,Airlines,Operational Emitter,Germany,66111,529900PH63HYJ86ASW55,LHA,XETRA,1.0,direct
43ff4277-2f66-4c85-823b-4e29feb56793,Buzzi SpA,Manufacturing,Construction Materials,Lifecycle-dependent,Italy,9843,5299003DX5YLKSVJ6K59,BZU,EURONEXT MILAN,0.9,extend
4580ae0b-efcd-41a8-b9db-14dd1eb98261,Rational AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,2690,529900K139N6UFJ1A758,RAA,XETRA,0.95,extend
46cba022-925d-4f02-96a6-3fe89852a7d0,Bucher Industries AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Switzerland,12830,52990014AQ91A29HPB27,BUCN,SIX SWISS EXCHANGE,0.95,extend
47d5bbcb-3cba-491b-8623-642b6a7295a4,Burkhalter Holding AG,Manufacturing,Construction Services,Upstream-heavy,Switzerland,5185,3912002Q7RGEIHPQ0J90,BRKN,SIX SWISS EXCHANGE,0.9,extend
4807e252-165d-42ce-8fd0-2f60511665a7,Deutsche Post AG,Manufacturing,Shipping & Logistics,Operational Emitter,Germany,482638,8ER8GIG7CSMVD8VUFE78,DHL,XETRA,0.95,direct
491704c6-1a75-486d-886d-dae67c2a9c06,Oersted A/S,Energy,Renewable Energy,Lifecycle-dependent,Denmark,8278,W9NG6WMZIYEU8VEDOG48,ORSTED,NASDAQ COPENHAGEN A/S,1.0,direct
492eb9c0-d468-4998-95ef-cb396a0ad562,Sacyr SA,Manufacturing,Construction Services,Upstream-heavy,Spain,15121,959800XKAB9VNAVN9425,SCYR,BOLSA DE MADRID,0.9,extend
4932dc31-3b29-478c-ada6-cae2d422babe,Turk Hava Yollari AO,Manufacturing,Airlines,Operational Emitter,Turkey,63455,789000EV8M3BL7ZPFB03,THYAO.E,BORSA ISTANBUL,1.0,direct
49bed3d6-e45f-4569-809e-4f1bd256ed81,Givaudan SA,Manufacturing,Chemical Manufacturing,Operational Emitter,Switzerland,16942,213800SVRMQA1TD91D41,GIVN,SIX SWISS EXCHANGE,1.0,direct
49c9b2c1-3b21-4ccb-800f-bc6cb67f426d,InPost SA,Manufacturing,Professional Services,Scope 2-heavy,Luxembourg,6950,2221003M23QLERR89585,INPST,EURONEXT,0.75,extend
4a67b98b-1c22-4b06-bcf3-b80a59d69004,Rieter Holding AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Switzerland,4785,529900SNR4JQCSACBN29,RIEN,SIX SWISS EXCHANGE,0.95,extend
4ab25d85-84f3-493f-bcd5-3b6b22bada61,Cimsa Cimento Sanayi ve Ticaret AS,Manufacturing,Construction Materials,Lifecycle-dependent,Turkey,2012,789000AZR4YMJIHZ1145,CIMSA.E,BORSA ISTANBUL,0.9,extend
4abcd2a6-43a9-462d-947a-6aaa4fe098f2,Danone SA,Consumer Goods,Food & Beverage,Use-phase Dominant,France,89528,969500KMUQ2B6CBAF162,BN,EURONEXT,0.95,direct
4b54ce23-9442-4963-a0e4-6a8e0c981e62,voestalpine AG,Manufacturing,Steel Production,Operational Emitter,Austria,50670,529900ZAXBMQDIWPNB72,VOE,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET),1.0,direct
4bacf8e8-4dbb-48b5-ad20-a1525bed05cc,Rotork PLC,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,United Kingdom,3493,213800AH5RZIHGWRJ718,ROR,LONDON STOCK EXCHANGE,0.95,extend
4bae8f66-8ca6-497c-a896-3aac26a8ea9c,Flugger group A/S,Manufacturing,Chemical Manufacturing,Operational Emitter,Denmark,1696,5493008AHEOXL9ETQO38,FLUG B,NASDAQ COPENHAGEN A/S,1.0,direct
4c714335-6ca7-42c7-a0fe-9a18c671c57d,Schindler Holding AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Switzerland,69326,5299007DRLI319H7Q933,SCHP,SIX SWISS EXCHANGE,0.95,extend
4caed0f1-e3dd-4be1-ba6c-53acb85bb40a,Hexagon Composites ASA,Consumer Goods,Packaging Manufacturing,Lifecycle-dependent,Norway,1149,5967007LIEEXZXJWMW49,HEX,OSLO BORS,0.95,extend
4d339fd0-8271-45a4-8a84-9ae755db55ab,Sitowise Group Oyj,Manufacturing,Construction Services,Upstream-heavy,Finland,2038,743700HOHMOHAANHFF73,SITOWS,NASDAQ HELSINKI LTD,0.9,extend
4d4a30cf-e298-4b2c-b7f6-20a225797c30,Vistry Group PLC,Consumer Goods,Residential Construction,Unknown,United Kingdom,4517,2138001KOWN7CG9SLK53,VTY,LONDON STOCK EXCHANGE,0,unmapped
4d80a17f-57fe-46d9-9cab-03c1496cf429,Galp Energia SGPS SA,Energy,Oil & Gas Extraction,Operational Emitter,Portugal,7054,2138003319Y7NM75FG53,GALP,EURONEXT,1.0,direct
4e05dd9e-7286-4d52-aeb8-84e33099220e,Eaton Corporation PLC,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Ireland,94443,549300VDIGTMXUNT7H71,ETN,"NEW YORK STOCK EXCHANGE, INC.",0.95,extend
4e3f31a4-583d-4a8d-93c4-cc7a14bb715e,Industria de Diseno Textil SA,Consumer Goods,Apparel Retail,Unknown,Spain,67195,549300TTCXZOGZM2EY83,ITX,BOLSA DE MADRID,0,unmapped
4eaa1737-1e85-49ec-8b3a-d49124ff72f1,Weir Group PLC,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,United Kingdom,12391,549300KDR56WHY9I3D10,WEIR,LONDON STOCK EXCHANGE,0.95,extend
4edd84fa-28ae-4609-95c4-6ff987ca94b2,Ocado Group PLC,Consumer Goods,Traditional Retail,Scope 2-heavy,United Kingdom,20261,213800LO8F61YB8MBC74,OCDO,LONDON STOCK EXCHANGE,0.9,direct
4f0987eb-3dcc-483f-bb7c-6c4744eca7f2,Georg Fischer AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Switzerland,19023,529900CMRQYW4U1W2456,GF,SIX SWISS EXCHANGE,0.95,extend
4f8e814e-4aa6-4901-9e40-aa1bb3396932,H & M Hennes & Mauritz AB,Consumer Goods,Apparel Manufacturing,Unknown,Sweden,96457,529900O5RR7R39FRDM42,HM B,NASDAQ STOCKHOLM AB,0,unmapped
4fa60217-8024-4ae7-b95b-7a4f5ec1ac7f,Aquaporin A/S,Energy,Utilities - Regulated Water,Unknown,Denmark,76,894500AW5ZWMYUZN1V70,AQP,NASDAQ COPENHAGEN A/S,0,unmapped
4fb3cb8e-7ff2-4361-a215-27d0d7d8c0d1,Symrise AG,Manufacturing,Chemical Manufacturing,Operational Emitter,Germany,12659,529900D82I6R9601CF26,SY1,XETRA,1.0,direct
4fc198aa-d153-4afb-9465-8cd6b59e2115,Knorr Bremse AG,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Germany,29051,5299001GRRO0Z25YZT52,KBX,XETRA,0.85,merge
508509b6-d81e-42e0-bf4a-35313124c16e,Terna Energy SA,Energy,Renewable Energy,Lifecycle-dependent,Greece,293,5493006164JBW2E60O73,TENERGY,ATHENS EXCHANGE S.A. CASH MARKET,1.0,direct
50c7b291-83f2-40b6-be44-32b19390090d,Flughafen Zuerich AG,Manufacturing,Airports & Air Services,Unknown,Switzerland,1764,529900PFO97GCN5SYB55,FHZN,SIX SWISS EXCHANGE,0,unmapped
54d0845d-8b40-4855-bbb4-bb371f82288d,Schoeller-Bleckmann Oilfield Equipment AG,Energy,Oil & Gas Services,Operational Emitter,Austria,1596,549300ZD9ED8GSG3JW36,SBO,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET),0.95,extend
55362943-8ba8-432f-99a3-9ca721f8cdb9,Glaston Oyj Abp,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Finland,817,743700V3I7CLI3DJ8L62,GLA1V,NASDAQ HELSINKI LTD,0.95,extend
55e08590-3ad8-45e4-a870-e66825438b1e,Enagas SA,Energy,Gas Utilities,Operational Emitter,Spain,1395,213800OU3FQKGM4M2U23,ENG,BOLSA DE MADRID,0.9,extend
562cd299-8132-4ce2-9562-84a29b47d875,DSM-Firmenich AG,Manufacturing,Chemical Manufacturing,Operational Emitter,Switzerland,28214,506700G44V67MPM4BI12,DSFIR,EURONEXT,1.0,direct
5789fd98-e249-48ca-b140-11172ec71e3f,Kering SA,Consumer Goods,Consumer Electronics,Use-phase Dominant,France,44627,549300VGEJKB7SVUZR78,KER,EURONEXT,0.7,map
57adaa6a-b60e-457f-bb67-37493270164c,Diageo PLC,Consumer Goods,Beverages - Wineries & Distilleries,Unknown,United Kingdom,30092,213800ZVIELEA55JMJ32,DGE,LONDON STOCK EXCHANGE,0,unmapped
588fa927-137c-40bd-a779-fa0d13df4d09,Christian Dior SE,Consumer Goods,Consumer Electronics,Use-phase Dominant,France,215000,969500WESYQMQ1F2C272,CDI,EURONEXT,0.7,map
58bf1ed4-2ce9-4f8b-ad01-aa4432d98f21,Metall Zug AG,Manufacturing,Diversified Manufacturing,Upstream-heavy,Switzerland,983,529900X7CXUI05DN7K64,METN,SIX SWISS EXCHANGE,0.6,extend
58dd11da-d90c-4901-9db7-4a6f1964c2b3,JD Sports Fashion PLC,Consumer Goods,Apparel Retail,Unknown,United Kingdom,79717,213800HROV6Y9MUU8375,JD.,LONDON STOCK EXCHANGE,0,unmapped
597db694-be0b-4219-aa15-f884b4aedf6a,Investment AB Latour,Manufacturing,Diversified Manufacturing,Upstream-heavy,Sweden,9000,5493006GFBLNB3Y0Y789,LATO B,NASDAQ STOCKHOLM AB,0.6,extend
5a225468-cfa2-4e77-af1c-2c3552d1833e,THG PLC,Consumer Goods,Internet Retail,Unknown,United Kingdom,7291,21380066N3SV9O8IDP37,THG,LONDON STOCK EXCHANGE,0,unmapped
5a2db263-d4f6-4423-ac6f-ae7dfc136d9a,Atlas Copco AB,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Sweden,55267,213800T8PC8Q4FYJZR07,ATCO A,NASDAQ STOCKHOLM AB,0.95,extend
5a833868-bc42-4b1f-a8ff-8bc67afda821,Heineken NV,Consumer Goods,Beverages - Brewers,Unknown,Netherlands,89264,724500K5PTPSST86UQ23,HEIA,EURONEXT,0,unmapped
5aea9c04-b0fd-4df7-81f4-cbf43263bd2c,Nkt A/S,Manufacturing,Electronics Manufacturing,Scope 2-heavy,Denmark,5673,529900197LKWCEQ0NL18,NKT,NASDAQ COPENHAGEN A/S,0.85,map
5b876831-071c-4ed7-b810-f40f2785444e,Bunzl plc,Consumer Goods,Food Distribution,Unknown,United Kingdom,26978,213800Q1Q9DV4L78UM09,BNZL,LONDON STOCK EXCHANGE,0,unmapped
5ce5feb8-1229-42a5-9b77-7bd4a6392cd8,Puig Brands SA,Consumer Goods,Fast Moving Consumer Goods,Lifecycle-dependent,Spain,10685,549300OVHNSX30L1AQ94,PUIG,BOLSA DE MADRID,0.9,direct
5ebe04dd-ee32-409f-834a-9b3ef85bd93e,Evolution AB (publ),Consumer Goods,Gambling,Unknown,Sweden,15381,549300SUH6ZR1RF6TA88,EVO,NASDAQ STOCKHOLM AB,0,unmapped
5ecb63d0-7b3d-4675-9217-101d8941989d,Implenia AG,Manufacturing,Construction Services,Upstream-heavy,Switzerland,9046,52990006TKCUQQJ79B11,IMPN,SIX SWISS EXCHANGE,0.9,extend
5f155b3c-db59-4b7c-8979-1a55758c3b94,Chocoladefabriken Lindt & Spruengli AG,Consumer Goods,Confectioners,Unknown,Switzerland,14973,529900JYJNNOKKAGK736,LISN,SIX SWISS EXCHANGE,0,unmapped
5fd60cf9-ac10-4f66-900a-72506820b371,DCC PLC,Energy,Oil & Gas Refining,Operational Emitter,Ireland,16700,213800UPS1QEE4TD3T45,DCC,LONDON STOCK EXCHANGE,0.95,extend
609e8673-8dff-40d1-bae8-13b4a51bc885,Just Eat Takeaway.com NV,Consumer Goods,Internet Retail,Unknown,Netherlands,20000,724500FVZIBSSQ7SHI95,TKWY,EURONEXT,0,unmapped
60f6f823-3747-46a6-a917-6f798b866a12,Sulzer AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Switzerland,13455,529900NZ6MAST5IJF669,SUN,SIX SWISS EXCHANGE,0.95,extend
619fecb3-4313-466e-8116-74a902454e6b,BIM Birlesik Magazalar AS,Consumer Goods,Traditional Retail,Scope 2-heavy,Turkey,95630,7890001GCDJQD8DJKE29,BIMAS.E,BORSA ISTANBUL,0.9,direct
627d3630-aed4-44e8-93a1-e33035d7a4eb,Skanska AB,Manufacturing,Construction Services,Upstream-heavy,Sweden,25922,549300UINV5RINHGMG07,SKA B,NASDAQ STOCKHOLM AB,0.9,extend
62a2624b-2b93-43c9-b4c1-acd9b4d58f00,Trane Technologies PLC,Manufacturing,Construction Materials,Lifecycle-dependent,Ireland,45000,549300BURLR9SLYY2705,TT,"NEW YORK STOCK EXCHANGE, INC.",0.8,merge
63593639-20dc-4014-91b7-70dde7636170,Interparfums SA,Consumer Goods,Fast Moving Consumer Goods,Lifecycle-dependent,France,346,969500SARWF33OPQED48,ITP,EURONEXT,0.9,direct
640e7eb3-6788-4d03-8a0e-50bf44609bdb,Diploma PLC,Manufacturing,Industrial Distribution,Unknown,United Kingdom,3597,2138008OGI7VYG8FGR19,DPLM,LONDON STOCK EXCHANGE,0,unmapped
648293de-424f-4fc4-a2c4-9fde45b932d4,Navigator Company SA,Manufacturing,Paper Manufacturing,Lifecycle-dependent,Portugal,3957,549300UNIB7M2AXUXS35,NVG,EURONEXT,0.9,extend
64cb4b11-312d-4c3d-9675-1d0c4ad4beda,Ebro Foods SA,Consumer Goods,Food & Beverage,Use-phase Dominant,Spain,5182,959800NW6DLQT89M3240,EBRO,BOLSA DE MADRID,0.95,direct
65f687e5-75a2-4d79-a3e9-8323b57907c9,Raute Oyj,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Finland,783,743700G00629V99PE435,RAUTE,NASDAQ HELSINKI LTD,0.95,extend
66b037e8-aa98-4e12-9853-b9ab3c973f29,Polestar Automotive Holding UK PLC,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Sweden,2515,894500HDA1DJKHYN4D83,PSNY,NASDAQ/NMS (GLOBAL MARKET),1.0,direct
66b70057-54a3-41b9-bacd-3fb7c87f3f8a,Henkel AG & Co KGaA,Consumer Goods,Fast Moving Consumer Goods,Lifecycle-dependent,Germany,47150,549300VZCL1HTH4O4Y49,HEN3,XETRA,0.9,direct
66e40678-f8fc-42d2-89b7-090a19fac2d7,DEME Group NV,Manufacturing,Construction Services,Upstream-heavy,Belgium,5822,549300FPFPQPKI3PJV37,DEME,EURONEXT,0.9,extend
